기간	자치구	동	합계	합계	합계	지체	지체	지체	뇌병변	뇌병변	뇌병변	시각	시각	시각	청각	청각	청각	언어	언어	언어	지적장애	지적장애	지적장애	자폐성	자폐성	자폐성	정신장애	정신장애	정신장애	신장장애	신장장애	신장장애	심장장애	심장장애	심장장애	호흡기	호흡기	호흡기	간	간	간	안면	안면	안면	장루요루	장루요루	장루요루	뇌전증	뇌전증	뇌전증
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2020	마포구	성산1동	678	390	288	305	161	144	57	39	18	74	46	28	93	51	42	5	4	1	32	15	17	16	14	2	36	21	15	42	26	16	6	4	2	3	3	0	6	4	2	0	0	0	3	2	1	0	0	0
2020	마포구	성산2동	2,010	1,086	924	824	452	372	232	121	111	219	123	96	278	140	138	18	11	7	175	99	76	22	17	5	113	52	61	79	39	40	6	4	2	9	5	4	9	8	1	4	3	1	15	8	7	7	4	3
2020	마포구	상암동	1,137	639	498	470	262	208	128	69	59	127	67	60	142	76	66	5	3	2	94	59	35	31	30	1	34	18	16	72	36	36	5	1	4	5	3	2	15	9	6	1	1	0	7	5	2	1	0	1
2020	마포구	도화동	750	404	346	289	146	143	83	46	37	85	44	41	130	69	61	4	4	0	43	27	16	13	9	4	41	22	19	44	27	17	0	0	0	7	3	4	5	2	3	0	0	0	6	5	1	0	0	0
2020	마포구	서강동	669	356	313	297	176	121	85	36	49	68	36	32	98	47	51	6	4	2	34	19	15	12	8	4	21	7	14	29	16	13	3	1	2	1	0	1	4	1	3	1	0	1	7	4	3	3	1	2
2020	마포구	공덕동	1,458	818	640	633	344	289	139	74	65	180	110	70	221	120	101	16	10	6	103	57	46	20	18	2	57	26	31	57	38	19	1	1	0	7	6	1	7	5	2	1	0	1	13	7	6	3	2	1
2020	마포구	아현동	682	399	283	309	185	124	76	38	38	67	43	24	106	54	52	9	8	1	38	23	15	11	9	2	22	9	13	26	14	12	1	1	0	3	2	1	4	4	0	0	0	0	9	8	1	1	1	0
2020	양천구	소계	17,558	10,169	7,389	7,827	4,520	3,307	1,799	1,037	762	1,722	1,024	698	2,803	1,488	1,315	158	114	44	1,167	723	444	287	246	41	615	303	312	718	417	301	52	36	16	92	65	27	131	85	46	13	6	7	125	75	50	49	30	19
2020	양천구	목1동	708	384	324	303	163	140	86	40	46	74	45	29	97	43	54	8	6	2	53	32	21	21	17	4	17	10	7	28	16	12	3	0	3	3	3	0	8	5	3	0	0	0	6	3	3	1	1	0
2020	양천구	목2동	1,056	630	426	469	275	194	106	61	45	123	75	48	172	97	75	9	7	2	59	38	21	11	9	2	36	22	14	48	28	20	5	4	1	5	3	2	5	3	2	0	0	0	8	8	0	0	0	0
2020	양천구	목3동	896	520	376	388	229	159	85	53	32	74	47	27	149	84	65	8	5	3	74	41	33	9	8	1	45	15	30	33	17	16	2	1	1	7	3	4	8	6	2	1	1	0	9	8	1	4	2	2
2020	양천구	목4동	866	514	352	367	217	150	76	49	27	91	57	34	144	74	70	14	9	5	53	31	22	22	16	6	37	23	14	41	23	18	0	0	0	3	1	2	8	6	2	1	1	0	5	4	1	4	3	1
2020	양천구	신월1동	1,258	746	512	569	344	225	129	83	46	130	70	60	178	84	94	10	8	2	87	58	29	13	12	1	49	29	20	55	34	21	3	2	1	11	9	2	6	4	2	2	0	2	9	6	3	7	3	4
2020	양천구	신월2동	999	585	414	471	280	191	96	55	41	95	55	40	148	83	65	12	6	6	76	51	25	13	11	2	35	12	23	35	22	13	3	1	2	3	3	0	4	2	2	0	0	0	7	3	4	1	1	0
2020	양천구	신월3동	932	559	373	431	244	187	94	64	30	89	58	31	147	83	64	10	9	1	57	33	24	9	9	0	43	26	17	30	19	11	1	1	0	4	3	1	7	4	3	0	0	0	7	3	4	3	3	0
2020	양천구	신월4동	899	523	376	450	259	191	85	48	37	68	38	30	145	84	61	4	3	1	60	41	19	10	10	0	20	6	14	35	20	15	1	1	0	1	1	0	8	6	2	2	0	2	10	6	4	0	0	0
2020	양천구	신월5동	720	415	305	331	189	142	56	38	18	81	45	36	113	63	50	8	6	2	47	30	17	10	7	3	30	14	16	23	13	10	3	2	1	2	0	2	8	4	4	1	1	0	5	2	3	2	1	1
2020	양천구	신월6동	437	279	158	218	133	85	38	24	14	30	15	15	71	46	25	3	3	0	27	22	5	12	12	0	7	3	4	21	13	8	1	1	0	3	2	1	4	4	0	0	0	0	0	0	0	2	1	1
2020	양천구	신월7동	1,150	647	503	525	291	234	119	74	45	105	65	40	200	104	96	3	3	0	53	30	23	12	9	3	48	21	27	57	31	26	2	2	0	5	4	1	5	3	2	2	1	1	11	6	5	3	3	0
2020	양천구	신정1동	565	333	232	235	132	103	68	40	28	71	45	26	99	55	44	2	2	0	29	18	11	11	10	1	13	7	6	22	12	10	3	2	1	0	0	0	8	7	1	1	0	1	2	2	0	1	1	0
2020	양천구	신정2동	734	431	303	328	195	133	85	45	40	50	34	16	104	57	47	8	4	4	55	32	23	16	15	1	31	16	15	31	19	12	1	0	1	5	5	0	9	5	4	0	0	0	8	3	5	3	1	2
2020	양천구	신정3동	2,116	1,190	926	922	519	403	231	125	106	204	117	87	325	153	172	19	14	5	161	99	62	40	34	6	77	37	40	81	55	26	5	4	1	14	11	3	16	11	5	1	1	0	12	7	5	8	3	5
2020	양천구	신정6동	462	268	194	180	109	71	57	26	31	54	33	21	65	35	30	5	4	1	34	18	16	12	9	3	13	5	8	21	13	8	6	5	1	5	5	0	5	2	3	0	0	0	4	3	1	1	1	0
2020	양천구	신정7동	1,401	735	666	612	317	295	144	76	68	138	74	64	268	127	141	11	8	3	74	44	30	28	22	6	46	24	22	52	28	24	2	1	1	10	6	4	4	3	1	0	0	0	10	4	6	2	1	1
2020	양천구	목5동	724	404	320	280	160	120	99	52	47	71	42	29	129	62	67	4	1	3	42	27	15	15	15	0	13	7	6	52	27	25	4	2	2	2	2	0	6	4	2	0	0	0	5	3	2	2	0	2
2020	양천구	신정4동	1,635	1,006	629	748	464	284	145	84	61	174	109	65	249	154	95	20	16	4	126	78	48	23	21	2	55	26	29	53	27	26	7	7	0	9	4	5	12	6	6	2	1	1	7	4	3	5	5	0
2020	강서구	소계	28,727	16,640	12,087	12,255	7,096	5,159	2,942	1,770	1,172	2,822	1,711	1,111	4,416	2,357	2,059	238	159	79	2,011	1,176	835	372	312	60	1,598	775	823	1,354	817	537	62	48	14	169	115	54	152	101	51	35	20	15	181	120	61	120	63	57
2020	강서구	염창동	1,072	656	416	466	281	185	113	51	62	108	69	39	178	113	65	5	2	3	71	46	25	29	27	2	26	13	13	45	26	19	3	3	0	5	4	1	9	7	2	1	1	0	11	11	0	2	2	0
2020	강서구	등촌1동	735	412	323	318	170	148	59	31	28	74	47	27	145	86	59	8	6	2	47	22	25	12	9	3	12	5	7	44	27	17	4	4	0	2	1	1	2	1	1	1	1	0	4	1	3	3	1	2
2020	강서구	등촌2동	728	427	301	319	191	128	83	48	35	57	36	21	119	64	55	3	3	0	38	20	18	12	8	4	29	14	15	49	29	20	0	0	0	0	0	0	9	7	2	0	0	0	6	5	1	4	2	2
2020	강서구	등촌3동	3,827	2,118	1,709	1,493	834	659	443	281	162	355	203	152	532	251	281	27	17	10	316	185	131	33	28	5	367	171	196	169	102	67	7	4	3	36	18	18	9	5	4	2	0	2	19	11	8	19	8	11
2020	강서구	화곡본동	1,417	832	585	618	361	257	137	78	59	139	88	51	207	109	98	14	10	4	110	71	39	24	19	5	67	32	35	75	46	29	4	3	1	3	3	0	4	2	2	0	0	0	9	6	3	6	4	2
2020	강서구	화곡2동	774	465	309	341	209	132	61	42	19	87	62	25	142	74	68	3	3	0	42	22	20	18	13	5	26	12	14	39	21	18	2	1	1	2	2	0	3	2	1	2	0	2	4	2	2	2	0	2
2020	강서구	화곡3동	854	481	373	341	184	157	101	61	40	96	54	42	154	80	74	10	7	3	47	30	17	9	7	2	33	19	14	40	24	16	2	1	1	6	4	2	6	4	2	1	1	0	3	1	2	5	4	1
2020	강서구	화곡4동	966	591	375	431	254	177	98	62	36	101	65	36	145	88	57	7	6	1	55	32	23	16	13	3	40	21	19	46	30	16	5	4	1	5	4	1	6	5	1	0	0	0	7	6	1	4	1	3
2020	강서구	화곡6동	948	550	398	399	226	173	74	39	35	109	68	41	127	70	57	8	4	4	114	76	38	17	15	2	43	18	25	40	23	17	0	0	0	4	3	1	3	1	2	1	0	1	6	6	0	3	1	2
2020	강서구	화곡8동	1,054	584	470	456	250	206	105	56	49	115	65	50	173	101	72	12	7	5	71	36	35	11	9	2	36	19	17	44	24	20	3	1	2	7	5	2	5	3	2	4	1	3	11	6	5	1	1	0
2020	강서구	가양1동	831	512	319	377	228	149	82	48	34	87	54	33	122	73	49	4	4	0	55	34	21	23	19	4	18	11	7	45	30	15	0	0	0	6	3	3	7	5	2	0	0	0	5	3	2	0	0	0
2020	강서구	가양2동	2,458	1,431	1,027	945	565	380	286	189	97	196	113	83	331	172	159	14	5	9	201	112	89	20	14	6	276	136	140	124	84	40	4	4	0	23	19	4	6	1	5	5	2	3	13	8	5	14	7	7
2020	강서구	가양3동	1,705	897	808	684	376	308	173	97	76	146	85	61	284	119	165	16	6	10	112	66	46	11	10	1	150	72	78	85	44	41	3	3	0	6	3	3	8	2	6	2	2	0	9	5	4	16	7	9
2020	강서구	발산1동	1,489	864	625	699	400	299	148	87	61	146	91	55	217	114	103	13	8	5	100	59	41	24	22	2	39	17	22	61	37	24	5	4	1	7	7	0	11	9	2	1	0	1	12	7	5	6	2	4
2020	강서구	공항동	1,062	634	428	485	289	196	87	56	31	102	65	37	168	91	77	8	5	3	81	47	34	12	12	0	35	15	20	54	32	22	1	0	1	7	5	2	6	5	1	3	3	0	9	7	2	4	2	2
2020	강서구	방화1동	1,819	1,115	704	806	494	312	179	106	73	192	121	71	301	173	128	18	15	3	116	75	41	25	21	4	39	19	20	96	59	37	4	2	2	8	5	3	15	11	4	2	1	1	14	10	4	4	3	1
2020	강서구	방화2동	1,604	951	653	713	429	284	167	102	65	142	89	53	245	124	121	19	11	8	116	67	49	11	10	1	88	44	44	65	46	19	5	5	0	11	8	3	4	4	0	3	1	2	8	6	2	7	5	2
2020	강서구	방화3동	2,002	1,124	878	880	481	399	224	144	80	168	95	73	305	167	138	16	14	2	126	64	62	14	12	2	142	70	72	82	44	38	1	1	0	16	11	5	7	6	1	1	1	0	11	7	4	9	7	2
2020	강서구	화곡1동	2,123	1,265	858	958	565	393	195	122	73	266	164	102	323	177	146	19	15	4	102	63	39	24	20	4	90	47	43	84	52	32	6	6	0	12	7	5	18	11	7	5	5	0	13	7	6	8	4	4
2020	강서구	우장산동	1,259	731	528	526	309	217	127	70	57	136	77	59	198	111	87	14	11	3	91	49	42	27	24	3	42	20	22	67	37	30	3	2	1	3	3	0	14	10	4	1	1	0	7	5	2	3	2	1
2020	구로구	소계	18,280	10,923	7,357	8,235	4,828	3,407	1,752	1,085	667	1,889	1,158	731	2,828	1,638	1,190	147	105	42	1,249	751	498	288	243	45	648	313	335	772	477	295	54	35	19	105	80	25	104	75	29	26	15	11	131	90	41	52	30	22
2020	구로구	신도림동	933	556	377	419	236	183	84	55	29	99	60	39	137	77	60	9	5	4	68	44	24	24	21	3	22	12	10	37	22	15	2	2	0	8	6	2	10	7	3	1	0	1	9	6	3	4	3	1
2020	구로구	구로1동	518	326	192	228	129	99	49	33	16	68	49	19	81	48	33	5	5	0	25	19	6	11	10	1	14	10	4	28	19	9	2	2	0	3	0	3	1	0	1	2	1	1	1	1	0	0	0	0
2020	구로구	구로3동	931	543	388	426	240	186	88	62	26	109	63	46	145	79	66	5	4	1	57	34	23	12	10	2	28	11	17	35	23	12	1	0	1	1	1	0	5	2	3	2	2	0	13	10	3	4	2	2
2020	구로구	구로4동	1,214	693	521	575	329	246	94	54	40	140	86	54	183	98	85	8	7	1	73	41	32	14	14	0	39	17	22	55	26	29	6	4	2	9	6	3	3	3	0	4	1	3	9	6	3	2	1	1
2020	구로구	구로5동	1,106	655	451	523	299	224	127	78	49	117	69	48	143	90	53	7	3	4	61	34	27	18	16	2	26	11	15	54	35	19	7	4	3	4	3	1	12	8	4	0	0	0	6	5	1	1	0	1
2020	구로구	고척1동	1,117	681	436	534	315	219	113	65	48	99	61	38	170	102	68	11	7	4	78	50	28	12	11	1	28	15	13	41	31	10	3	2	1	4	4	0	7	7	0	3	1	2	8	6	2	6	4	2
2020	구로구	고척2동	1,325	788	537	610	365	245	131	76	55	135	81	54	188	109	79	8	6	2	95	57	38	17	15	2	54	25	29	52	25	27	8	7	1	7	7	0	5	5	0	2	2	0	7	5	2	6	3	3
2020	구로구	개봉2동	1,448	879	569	627	373	254	131	86	45	138	84	54	283	169	114	15	11	4	88	56	32	23	21	2	59	28	31	50	30	20	6	1	5	7	5	2	8	6	2	1	1	0	9	6	3	3	2	1
2020	구로구	개봉3동	1,065	652	413	484	305	179	97	64	33	105	67	38	189	109	80	4	2	2	65	38	27	17	13	4	34	17	17	39	17	22	2	1	1	5	4	1	10	8	2	1	0	1	9	6	3	4	1	3
2020	구로구	오류1동	1,106	649	457	491	284	207	98	57	41	125	83	42	174	103	71	11	8	3	78	47	31	11	10	1	57	20	37	45	26	19	0	0	0	6	5	1	2	2	0	1	1	0	5	2	3	2	1	1
2020	구로구	수궁동	1,252	767	485	548	328	220	118	72	46	110	69	41	188	109	79	14	10	4	112	73	39	31	24	7	32	20	12	65	40	25	5	4	1	6	5	1	6	3	3	0	0	0	13	8	5	4	2	2
2020	구로구	가리봉동	539	335	204	243	152	91	47	30	17	70	45	25	82	47	35	6	5	1	29	18	11	1	1	0	29	14	15	25	18	7	0	0	0	3	2	1	0	0	0	0	0	0	3	2	1	1	1	0
2020	구로구	구로2동	1,427	845	582	682	409	273	119	76	43	149	93	56	208	110	98	12	7	5	99	54	45	10	9	1	56	27	29	49	31	18	3	1	2	14	12	2	8	5	3	2	1	1	13	9	4	3	1	2
2020	구로구	개봉1동	1,728	1,048	680	787	456	331	172	103	69	169	99	70	248	154	94	14	12	2	124	76	48	24	20	4	68	34	34	74	55	19	3	3	0	13	12	1	11	9	2	4	3	1	11	7	4	6	5	1
2020	구로구	오류2동	2,018	1,162	856	846	470	376	230	147	83	207	116	91	327	182	145	12	9	3	141	77	64	47	37	10	75	40	35	85	55	30	5	4	1	11	4	7	11	6	5	1	1	0	14	10	4	6	4	2
2020	구로구	항동	553	344	209	212	138	74	54	27	27	49	33	16	82	52	30	6	4	2	56	33	23	16	11	5	27	12	15	38	24	14	1	0	1	4	4	0	5	4	1	2	1	1	1	1	0	0	0	0
2020	금천구	소계	11,390	6,876	4,514	5,164	3,133	2,031	1,080	645	435	1,171	717	454	1,798	1,045	753	89	71	18	768	489	279	123	106	17	431	209	222	475	282	193	37	22	15	58	47	11	51	30	21	16	8	8	85	43	42	44	29	15
2020	금천구	가산동	743	473	270	369	226	143	68	44	24	70	49	21	114	76	38	5	5	0	39	25	14	3	1	2	29	17	12	28	18	10	2	0	2	5	5	0	1	0	1	0	0	0	6	5	1	4	2	2
2020	금천구	독산1동	1,975	1,191	784	866	542	324	201	111	90	204	126	78	281	159	122	13	12	1	134	86	48	21	18	3	105	50	55	88	52	36	11	7	4	17	13	4	9	4	5	4	2	2	13	5	8	8	4	4
2020	금천구	독산2동	982	613	369	449	288	161	82	53	29	99	53	46	152	96	56	6	5	1	90	59	31	4	4	0	35	14	21	42	30	12	2	1	1	5	3	2	3	1	2	2	1	1	7	3	4	4	2	2
2020	금천구	독산3동	1,200	744	456	559	344	215	119	72	47	123	84	39	184	115	69	10	5	5	65	43	22	13	9	4	37	18	19	63	38	25	4	2	2	1	1	0	7	5	2	2	1	1	11	6	5	2	1	1
2020	금천구	독산4동	810	516	294	366	234	132	55	37	18	89	63	26	125	71	54	8	5	3	65	42	23	16	15	1	28	12	16	40	27	13	0	0	0	3	2	1	1	1	0	1	1	0	9	3	6	4	3	1
2020	금천구	시흥1동	1,660	1,003	657	766	469	297	153	88	65	168	102	66	262	146	116	19	16	3	107	70	37	19	19	0	65	32	33	66	40	26	6	4	2	7	7	0	5	3	2	3	0	3	12	6	6	2	1	1
2020	금천구	시흥2동	1,142	656	486	507	276	231	128	75	53	109	69	40	200	116	84	6	4	2	65	41	24	18	15	3	28	13	15	45	22	23	6	4	2	9	6	3	10	7	3	1	1	0	6	3	3	4	4	0
2020	금천구	시흥3동	564	339	225	251	146	105	54	34	20	49	32	17	92	58	34	7	6	1	37	24	13	8	7	1	20	7	13	30	16	14	3	2	1	2	2	0	2	1	1	1	0	1	4	1	3	4	3	1
2020	금천구	시흥4동	1,112	649	463	480	278	202	111	68	43	128	73	55	204	110	94	7	6	1	82	47	35	11	10	1	34	20	14	30	19	11	3	2	1	2	2	0	6	4	2	2	2	0	8	6	2	4	2	2
2020	금천구	시흥5동	1,202	692	510	551	330	221	109	63	46	132	66	66	184	98	86	8	7	1	84	52	32	10	8	2	50	26	24	43	20	23	0	0	0	7	6	1	7	4	3	0	0	0	9	5	4	8	7	1
2020	영등포구	소계	14,539	8,683	5,856	6,513	3,802	2,711	1,443	884	559	1,551	969	582	2,333	1,314	1,019	134	100	34	849	541	308	209	178	31	457	242	215	696	426	270	35	20	15	63	44	19	87	62	25	20	13	7	115	68	47	34	20	14
2020	영등포구	여의동	779	454	325	307	164	143	86	45	41	100	58	42	111	63	48	5	4	1	36	27	9	32	24	8	25	14	11	47	33	14	3	1	2	2	2	0	10	8	2	2	0	2	11	9	2	2	2	0
2020	영등포구	당산1동	774	452	322	361	214	147	70	37	33	92	55	37	130	71	59	7	3	4	39	26	13	11	9	2	20	11	9	24	13	11	3	3	0	7	4	3	2	2	0	1	1	0	6	3	3	1	0	1
2020	영등포구	당산2동	964	551	413	430	227	203	97	49	48	121	77	44	156	95	61	9	7	2	45	26	19	18	16	2	29	13	16	34	25	9	5	3	2	3	2	1	8	5	3	1	1	0	7	4	3	1	1	0
2020	영등포구	양평1동	660	386	274	323	193	130	58	35	23	75	43	32	93	45	48	8	7	1	38	22	16	11	7	4	17	11	6	22	13	9	1	0	1	2	0	2	4	3	1	1	1	0	5	4	1	2	2	0
2020	영등포구	양평2동	604	376	228	298	178	120	58	34	24	54	32	22	82	53	29	4	3	1	36	28	8	10	10	0	15	10	5	34	18	16	1	0	1	4	3	1	5	4	1	1	1	0	2	2	0	0	0	0
2020	영등포구	신길1동	828	482	346	378	209	169	75	50	25	80	55	25	148	82	66	12	10	2	36	21	15	8	8	0	33	11	22	42	27	15	0	0	0	3	2	1	6	1	5	0	0	0	7	6	1	0	0	0
2020	영등포구	신길3동	845	511	334	355	211	144	94	60	34	98	60	38	130	80	50	8	6	2	53	29	24	10	10	0	38	20	18	42	25	17	0	0	0	1	1	0	3	3	0	0	0	0	9	5	4	4	1	3
2020	영등포구	신길4동	609	351	258	276	155	121	70	44	26	61	35	26	89	48	41	1	1	0	41	26	15	5	5	0	15	8	7	29	17	12	3	1	2	3	3	0	5	3	2	1	1	0	9	4	5	1	0	1
2020	영등포구	신길5동	560	328	232	246	132	114	67	44	23	52	31	21	97	55	42	7	7	0	36	24	12	6	5	1	17	10	7	21	14	7	1	0	1	3	1	2	2	2	0	1	1	0	3	2	1	1	0	1
2020	영등포구	신길6동	731	406	325	324	169	155	78	48	30	72	42	30	111	65	46	9	6	3	47	29	18	15	14	1	25	11	14	37	16	21	2	1	1	1	0	1	3	2	1	1	1	0	5	2	3	1	0	1
2020	영등포구	신길7동	573	327	246	236	126	110	60	35	25	78	49	29	86	50	36	5	1	4	44	24	20	16	14	2	15	4	11	20	16	4	2	2	0	3	3	0	2	0	2	1	1	0	4	1	3	1	1	0
2020	영등포구	대림1동	811	487	324	355	217	138	80	46	34	86	51	35	144	83	61	8	7	1	44	32	12	4	4	0	25	11	14	47	29	18	1	1	0	3	1	2	0	0	0	0	0	0	10	3	7	4	2	2
2020	영등포구	대림2동	734	443	291	341	213	128	59	36	23	58	36	22	136	74	62	10	7	3	47	26	21	9	8	1	21	8	13	40	27	13	1	1	0	2	1	1	3	2	1	0	0	0	5	3	2	2	1	1
2020	영등포구	대림3동	1,146	704	442	532	317	215	100	68	32	106	71	35	199	106	93	15	11	4	73	48	25	10	9	1	29	17	12	58	42	16	1	1	0	7	5	2	5	5	0	5	1	4	4	2	2	2	1	1
2020	영등포구	영등포본동	1,057	646	411	443	276	167	107	71	36	123	77	46	180	99	81	4	3	1	58	37	21	13	10	3	30	18	12	64	33	31	5	1	4	2	2	0	5	3	2	2	1	1	14	9	5	7	6	1
2020	영등포구	영등포동	1,053	711	342	455	304	151	106	69	37	111	86	25	165	98	67	8	6	2	71	49	22	8	4	4	55	39	16	48	34	14	1	1	0	8	8	0	9	7	2	2	2	0	4	3	1	2	1	1
2020	영등포구	도림동	898	534	364	417	257	160	72	37	35	100	61	39	138	74	64	5	3	2	60	37	23	9	9	0	30	19	11	46	22	24	3	2	1	5	2	3	3	3	0	1	1	0	7	5	2	2	2	0
2020	영등포구	문래동	912	534	378	435	240	195	106	76	30	84	50	34	138	73	65	9	8	1	45	30	15	14	12	2	18	7	11	41	22	19	2	2	0	4	4	0	12	9	3	0	0	0	3	1	2	1	0	1
2020	영등포구	기타	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	동작구	소계	14,607	8,363	6,244	6,303	3,487	2,816	1,510	853	657	1,543	956	587	2,403	1,329	1,074	141	101	40	901	532	369	231	198	33	526	265	261	663	379	284	38	25	13	67	52	15	109	80	29	11	7	4	114	75	39	47	24	23
2020	동작구	노량진2동	661	376	285	279	153	126	70	43	27	81	48	33	108	58	50	4	4	0	48	25	23	4	3	1	30	18	12	26	17	9	0	0	0	3	3	0	3	3	0	1	0	1	1	0	1	3	1	2
2020	동작구	상도1동	1,493	845	648	629	356	273	144	81	63	195	116	79	241	131	110	11	8	3	89	49	40	27	25	2	44	17	27	70	35	35	4	3	1	6	6	0	13	10	3	1	1	0	13	5	8	6	2	4
2020	동작구	상도2동	976	556	420	406	233	173	110	57	53	99	63	36	164	87	77	12	7	5	62	37	25	20	15	5	38	20	18	43	21	22	2	2	0	8	6	2	8	6	2	1	1	0	3	1	2	0	0	0
2020	동작구	상도3동	1,134	631	503	515	273	242	133	68	65	104	68	36	168	95	73	8	7	1	76	40	36	13	12	1	41	22	19	55	30	25	6	4	2	1	0	1	7	5	2	1	1	0	6	6	0	0	0	0
2020	동작구	상도4동	1,293	761	532	551	311	240	113	66	47	130	86	44	272	164	108	10	8	2	77	51	26	23	19	4	50	19	31	42	21	21	2	1	1	4	2	2	8	5	3	0	0	0	4	4	0	7	4	3
2020	동작구	사당1동	806	479	327	340	196	144	76	45	31	89	51	38	125	76	49	10	9	1	50	28	22	13	11	2	35	20	15	33	20	13	5	3	2	6	5	1	6	5	1	2	1	1	11	6	5	5	3	2
2020	동작구	사당3동	766	461	305	329	182	147	78	54	24	71	42	29	130	82	48	8	6	2	47	26	21	19	18	1	24	11	13	32	19	13	1	1	0	7	6	1	10	5	5	2	1	1	7	7	0	1	1	0
2020	동작구	사당4동	576	350	226	261	157	104	62	35	27	69	42	27	86	49	37	2	1	1	30	20	10	8	6	2	15	10	5	31	21	10	2	1	1	3	3	0	4	3	1	0	0	0	2	1	1	1	1	0
2020	동작구	사당5동	528	293	235	233	130	103	59	28	31	48	32	16	81	37	44	3	3	0	22	14	8	15	13	2	26	12	14	25	12	13	2	1	1	2	2	0	6	5	1	0	0	0	6	4	2	0	0	0
2020	동작구	대방동	1,578	877	701	681	378	303	154	84	70	164	100	64	244	117	127	13	8	5	123	73	50	18	14	4	63	31	32	81	52	29	5	3	2	6	3	3	5	3	2	0	0	0	14	8	6	7	3	4
2020	동작구	신대방1동	827	474	353	355	197	158	98	52	46	77	47	30	140	87	53	7	5	2	61	33	28	17	16	1	22	9	13	32	16	16	1	1	0	2	2	0	8	7	1	1	0	1	4	2	2	2	0	2
2020	동작구	신대방2동	707	427	280	311	180	131	82	45	37	65	39	26	117	65	52	7	6	1	41	26	15	14	13	1	17	10	7	33	28	5	2	1	1	2	1	1	4	4	0	1	1	0	6	5	1	5	3	2
2020	동작구	흑석동	1,119	617	502	513	256	257	114	72	42	111	71	40	169	85	84	15	8	7	57	36	21	12	11	1	45	25	20	51	27	24	3	3	0	6	4	2	7	5	2	0	0	0	13	11	2	3	3	0
2020	동작구	노량진1동	1,229	706	523	515	282	233	127	70	57	130	86	44	210	123	87	18	10	8	73	45	28	11	8	3	52	28	24	53	25	28	1	0	1	8	7	1	12	10	2	1	1	0	14	9	5	4	2	2
2020	동작구	사당2동	914	510	404	385	203	182	90	53	37	110	65	45	148	73	75	13	11	2	45	29	16	17	14	3	24	13	11	56	35	21	2	1	1	3	2	1	8	4	4	0	0	0	10	6	4	3	1	2
2020	관악구	소계	20,265	11,900	8,365	8,909	5,065	3,844	1,989	1,207	782	2,234	1,364	870	3,055	1,775	1,280	173	126	47	1,348	821	527	253	212	41	863	439	424	982	589	393	42	31	11	91	70	21	109	78	31	14	8	6	146	81	65	57	34	23
2020	관악구	보라매동	1,135	645	490	480	261	219	129	76	53	123	70	53	162	99	63	14	8	6	91	51	40	18	16	2	44	16	28	54	35	19	1	1	0	1	1	0	4	2	2	3	1	2	8	6	2	3	2	1
2020	관악구	청림동	664	381	283	288	153	135	75	42	33	74	44	30	104	54	50	7	3	4	34	27	7	8	8	0	27	18	9	35	24	11	0	0	0	4	4	0	4	2	2	0	0	0	4	2	2	0	0	0
2020	관악구	행운동	1,070	634	436	468	272	196	107	54	53	117	83	34	156	93	63	10	9	1	73	45	28	9	5	4	59	26	33	49	37	12	0	0	0	3	3	0	5	2	3	0	0	0	11	3	8	3	2	1
2020	관악구	낙성대동	472	260	212	212	114	98	54	27	27	46	27	19	74	43	31	1	1	0	27	12	15	10	10	0	13	7	6	23	9	14	1	1	0	3	3	0	4	4	0	0	0	0	4	2	2	0	0	0
2020	관악구	중앙동	579	340	239	272	147	125	64	40	24	61	39	22	98	63	35	3	3	0	35	19	16	6	5	1	11	5	6	16	10	6	1	1	0	3	2	1	5	4	1	0	0	0	3	1	2	1	1	0
2020	관악구	인헌동	917	519	398	408	231	177	83	49	34	96	52	44	155	80	75	3	1	2	55	33	22	9	8	1	45	24	21	46	29	17	4	3	1	2	2	0	6	4	2	1	0	1	4	3	1	0	0	0
2020	관악구	남현동	560	325	235	250	137	113	52	32	20	60	39	21	77	45	32	7	5	2	36	24	12	5	3	2	28	15	13	35	19	16	1	1	0	4	3	1	2	1	1	0	0	0	2	1	1	1	0	1
2020	관악구	서원동	804	496	308	337	206	131	74	46	28	109	66	43	127	69	58	10	7	3	52	36	16	8	8	0	23	13	10	38	23	15	3	2	1	4	4	0	3	3	0	1	1	0	10	9	1	5	3	2
2020	관악구	신원동	827	484	343	347	185	162	76	47	29	87	51	36	135	77	58	6	5	1	56	39	17	8	8	0	46	27	19	51	36	15	0	0	0	3	1	2	4	3	1	1	0	1	4	3	1	3	2	1
2020	관악구	서림동	872	511	361	404	223	181	67	45	22	93	59	34	121	76	45	6	4	2	59	29	30	15	13	2	53	23	30	35	23	12	1	1	0	5	5	0	3	3	0	0	0	0	8	6	2	2	1	1
2020	관악구	신사동	911	565	346	408	245	163	80	53	27	97	64	33	142	89	53	8	6	2	73	39	34	10	7	3	41	27	14	39	27	12	1	1	0	4	2	2	2	2	0	0	0	0	3	1	2	3	2	1
